1	-0.53051	0.15084	-0.83415	1	1	1
1	-0.79603	0.54757	-0.25787	1	3	0
1	-0.96994	-0.20867	0.12522	1	8	0
1	0.41486	-0.81011	-0.41425	1	10	1
1	-0.75219	-0.070762	-0.65513	1	11	1
1	-0.049932	-0.71628	-0.69603	1	14	0
1	0.23609	0.68323	-0.69098	1	17	0
1	-0.77919	0.15601	-0.60706	1	22	0
1	-0.71938	-0.44719	0.53152	1	27	1
1	-0.18115	0.88119	-0.43669	1	28	1
1	-0.013438	-0.69327	-0.72055	1	32	1
1	0.41496	-0.5568	-0.71957	2	38	0
1	-0.40882	-0.26665	-0.87279	2	39	1
1	-0.92438	0.26885	-0.27062	2	40	0
1	0.61785	0.087617	-0.7814	2	47	1
1	-0.60239	-0.68054	0.41711	2	53	1
1	-0.83557	-0.38434	-0.39256	2	54	1
1	-0.28189	0.32912	-0.90123	2	55	0
1	0.3975	0.67624	-0.62023	2	56	1
2	-0.53282	0.143	-0.83406	1	1	1
2	-0.79501	0.54526	-0.2658	1	3	0
2	-0.96873	-0.20918	0.13347	1	8	0
2	0.41781	-0.81174	-0.40806	1	10	1
2	-0.75565	-0.077017	-0.65043	1	11	1
2	-0.043448	-0.71384	-0.69896	1	14	0
2	0.23018	0.68236	-0.69383	1	17	0
2	-0.77579	0.1511	-0.61263	1	22	0
2	-0.71545	-0.44623	0.53759	1	27	1
2	-0.18469	0.88347	-0.43054	1	28	1
2	-0.0064799	-0.69113	-0.7227	1	32	1
2	0.42103	-0.55895	-0.71436	2	38	0
2	-0.40005	-0.26994	-0.87584	2	39	1
2	-0.9217	0.26796	-0.28046	2	40	0
2	0.61679	0.095611	-0.7813	2	47	1
2	-0.6	-0.67769	0.42513	2	53	1
2	-0.83903	-0.38653	-0.38291	2	54	1
2	-0.28982	0.32403	-0.90056	2	55	0
2	0.39305	0.67332	-0.62622	2	56	1
3	-0.53515	0.13517	-0.83387	1	1	1
3	-0.79394	0.5429	-0.27371	1	3	0
3	-0.96745	-0.20966	0.1417	1	8	0
3	0.42071	-0.81334	-0.40185	1	10	1
3	-0.75909	-0.083228	-0.64565	1	11	1
3	-0.036941	-0.7114	-0.70181	1	14	0
3	0.22424	0.6815	-0.69662	1	17	0
3	-0.77237	0.14614	-0.61813	1	22	0
3	-0.71149	-0.44526	0.54362	1	27	1
3	-0.18819	0.88573	-0.42435	1	28	1
3	0.00049191	-0.68901	-0.72476	1	32	1
3	0.42703	-0.56111	-0.70908	2	38	0
3	-0.39127	-0.27327	-0.87877	2	39	1
3	-0.91894	0.26702	-0.29027	2	40	0
3	0.61575	0.1036	-0.7811	2	47	1
3	-0.59755	-0.67481	0.43309	2	53	1
3	-0.84241	-0.38865	-0.37323	2	54	1
3	-0.29777	0.31897	-0.89977	2	55	0
3	0.38853	0.67038	-0.63216	2	56	1
4	-0.53751	0.12734	-0.83359	1	1	0
4	-0.79284	0.54047	-0.2816	1	3	0
4	-0.96611	-0.21013	0.14991	1	8	0
4	0.42357	-0.81492	-0.3956	1	10	1
4	-0.7625	-0.089395	-0.64078	1	11	1
4	-0.03041	-0.70897	-0.70458	1	14	0
4	0.21825	0.68065	-0.69935	1	17	0
4	-0.76893	0.14114	-0.62356	1	22	1
4	-0.70749	-0.4443	0.54959	1	27	1
4	-0.19164	0.88795	-0.41811	1	28	1
4	0.0074767	-0.68689	-0.72672	1	32	1
4	0.43297	-0.56328	-0.70374	2	38	0
4	-0.38249	-0.27663	-0.88157	2	39	1
4	-0.91608	0.26601	-0.30007	2	40	0
4	0.61474	0.1116	-0.78079	2	47	1
4	-0.59504	-0.6719	0.441	2	53	1
4	-0.84571	-0.39068	-0.3635	2	54	1
4	-0.30575	0.31394	-0.89887	2	55	0
4	0.38394	0.66744	-0.63806	2	56	1
5	-0.53988	0.11952	-0.83321	1	1	0
5	-0.79169	0.53798	-0.28947	1	3	0
5	-0.96471	-0.21057	0.15809	1	8	0
5	0.42637	-0.81647	-0.38934	1	10	1
5	-0.76589	-0.095519	-0.63583	1	11	1
5	-0.023858	-0.70655	-0.70726	1	14	0
5	0.21222	0.67981	-0.70201	1	17	0
5	-0.76546	0.13609	-0.62893	1	22	1
5	-0.70346	-0.44334	0.55552	1	27	1
5	-0.19504	0.89014	-0.41183	1	28	1
5	0.014474	-0.68478	-0.7286	1	32	1
5	0.43883	-0.56546	-0.69834	2	38	0
5	-0.37371	-0.28004	-0.88426	2	39	1
5	-0.91313	0.26494	-0.30983	2	40	0
5	0.61376	0.11959	-0.78038	2	47	1
5	-0.59247	-0.66896	0.44885	2	53	1
5	-0.84894	-0.39264	-0.35375	2	54	1
5	-0.31376	0.30893	-0.89784	2	55	0
5	0.37928	0.66449	-0.6439	2	56	1
6	-0.54228	0.1117	-0.83274	1	1	0
6	-0.79051	0.53544	-0.29732	1	3	0
6	-0.96325	-0.211	0.16625	1	8	0
6	0.42913	-0.818	-0.38304	1	10	1
6	-0.76926	-0.1016	-0.6308	1	11	1
6	-0.017285	-0.70413	-0.70986	1	14	0
6	0.20616	0.67899	-0.7046	1	17	0
6	-0.76197	0.13099	-0.63423	1	22	1
6	-0.69938	-0.44237	0.5614	1	27	1
6	-0.19839	0.8923	-0.4055	1	28	1
6	0.021481	-0.68269	-0.73039	1	32	1
6	0.44463	-0.56765	-0.69288	2	38	0
6	-0.36493	-0.28349	-0.88682	2	39	1
6	-0.91009	0.26382	-0.31957	2	40	0
6	0.6128	0.12757	-0.77987	2	47	1
6	-0.58984	-0.666	0.45665	2	53	1
6	-0.85209	-0.39451	-0.34395	2	54	1
6	-0.32179	0.30396	-0.89669	2	55	0
6	0.37454	0.66153	-0.64969	2	56	1
7	-0.5447	0.10388	-0.83217	1	1	0
7	-0.78929	0.53283	-0.30515	1	3	0
7	-0.96172	-0.2114	0.17438	1	8	0
7	0.43183	-0.81951	-0.37673	1	10	1
7	-0.77261	-0.10763	-0.6257	1	11	1
7	-0.010692	-0.70172	-0.71237	1	14	0
7	0.20006	0.67818	-0.70714	1	17	0
7	-0.75845	0.12585	-0.63946	1	22	1
7	-0.69527	-0.44141	0.56723	1	27	1
7	-0.20169	0.89443	-0.39913	1	28	1
7	0.028499	-0.6806	-0.7321	1	32	1
7	0.45035	-0.56984	-0.68736	2	38	0
7	-0.35615	-0.28698	-0.88927	2	39	1
7	-0.90697	0.26263	-0.32929	2	40	0
7	0.61187	0.13555	-0.77926	2	47	1
7	-0.58716	-0.66301	0.46439	2	53	1
7	-0.85516	-0.39631	-0.33412	2	54	1
7	-0.32985	0.29902	-0.89543	2	55	0
7	0.36974	0.65856	-0.65543	2	56	1
